district_name,district_geoid,median_household_income,median_family_income,labor_force_pct,unemployment_pct,uninsured_pct,snap_pct,owner_occ_pct,renter_occ_pct,median_home_value
"Taylor County School District, WV",5401380,52946,68553,NA,9.3,5.6,17.5,80.3,19.7,138100
"Tucker County School District, WV",5401410,54053,69038,NA,6.6,5.2,11.5,80.3,19.7,141100
"Tyler County School District, WV",5401440,59167,79181,NA,4.9,4.8,15.3,88.7,11.3,109800
"Upshur County School District, WV",5401470,49663,64231,NA,5.8,6.8,16.8,76.9,23.1,153600
"Wayne County School District, WV",5401500,52694,67605,NA,5,7.8,18.5,76.7,23.3,114200
"Webster County School District, WV",5401530,43409,55534,NA,11.1,4.2,28.8,78.4,21.6,82400
"Wetzel County School District, WV",5401560,50715,69497,NA,6.1,5.8,17.8,80.7,19.3,106100
"Wirt County School District, WV",5401590,52776,61745,NA,2.6,3.7,26,84.6,15.4,109200
"Wood County School District, WV",5401620,54350,72942,NA,5.3,6.7,16.5,74.7,25.3,140700
"Wyoming County School District, WV",5401650,44510,51001,NA,6.4,6.5,25.8,80.4,19.6,74100
"Abbotsford School District, WI",5500030,61615,74750,NA,4.9,25.5,16.5,70.2,29.8,134900
"Adams-Friendship Area School District, WI",5500060,47361,65911,NA,5.6,7.1,18.3,80.4,19.6,141900
"Albany School District, WI",5500120,78804,97679,NA,0.8,4.5,7.4,82.8,17.2,238300
"Algoma School District, WI",5500150,71688,88018,NA,4,6.3,10.1,84.1,15.9,161400
"Alma Center School District, WI",5500210,60917,65625,NA,9.5,11.6,16.6,79.8,20.2,129400
"Alma School District, WI",5500180,62216,84000,NA,1.2,4.3,5.2,77.2,22.8,187100
"Almond-Bancroft School District, WI",5500240,68750,78266,NA,2.8,9.1,8.4,90.1,9.9,179200
"Altoona School District, WI",5500270,81265,94399,NA,2.9,5,13,62.1,37.9,228100
"Amery School District, WI",5500300,82971,89425,NA,3.6,7.4,7.7,83.7,16.3,223300
"Antigo School District, WI",5500360,58686,74600,NA,4.5,5.1,11.9,76,24,126200
"Appleton Area School District, WI",5500390,76321,96354,NA,3.6,5.1,7.7,64.7,35.3,206900
"Arcadia School District, WI",5500420,62792,77893,NA,2.6,14.5,4.4,70.4,29.6,170700
"Argyle School District, WI",5500450,71856,95417,NA,2.5,10.6,7.7,80.9,19.1,187500
"Arrowhead Union High School District, WI",5506180,118727,141717,NA,3.1,2.9,3.4,83.7,16.3,448600
"Ashland School District, WI",5500510,57583,78726,NA,4.7,7.5,16.4,69.1,30.9,153400
"Ashwaubenon School District, WI",5500540,67716,101275,NA,4.1,2.2,7,59.8,40.2,218500
"Athens School District, WI",5500570,73875,89135,NA,2.6,14.3,6.8,84.7,15.3,200200
"Auburndale School District, WI",5500600,78283,83690,NA,3.1,10.7,6.2,91,9,187400
"Augusta School District, WI",5500630,70000,87212,NA,4.2,19.1,11.1,80.3,19.7,210700
"Baldwin-Woodville Area School District, WI",5500720,80018,93480,NA,1.3,3.1,7.4,77.9,22.1,248800
"Bangor School District, WI",5500780,78207,94844,NA,3.8,3.4,6.9,79.3,20.7,218000
"Baraboo School District, WI",5500810,70969,90920,NA,4.6,5,10.5,70.5,29.5,214100
"Barneveld School District, WI",5500840,115586,121726,NA,1.3,1.7,2.5,81.2,18.8,323800
"Barron Area School District, WI",5500870,56402,69583,NA,3.2,8.2,17.8,72.2,27.8,153500
"Bayfield School District, WI",5500900,66935,75625,NA,7.6,9.9,17.5,74.6,25.4,234500
"Beaver Dam School District, WI",5500960,70434,86549,NA,4.4,3.9,9.3,63.1,36.9,185500
"Beecher-Dunbar-Pembine School District, WI",5511550,49286,66250,NA,5.7,6.9,12.4,83.7,16.3,131600
"Belleville School District, WI",5500990,93867,107986,NA,1.7,2.2,2.7,86,14,293800
"Belmont Community School District, WI",5501020,80813,85156,NA,2.4,9.8,7.5,73.5,26.5,202800
"Beloit School District, WI",5501050,56480,66733,NA,5.8,9.6,22,60.2,39.8,120200
"Beloit Turner School District, WI",5501080,79173,91628,NA,2.8,4.5,7.1,76.6,23.4,198900
"Benton School District, WI",5501110,61083,76696,NA,4.4,3.7,12.4,75.8,24.2,148800
"Berlin Area School District, WI",5501140,64535,79397,NA,2.5,4.6,13.2,75.7,24.3,172200
"Big Foot Union High School District, WI",5515480,76875,91968,NA,3,6.8,9.5,71.6,28.4,281900
"Birchwood School District, WI",5501170,78583,89931,NA,1.1,8.1,6.7,88.9,11.1,236100
"Black Hawk School District, WI",5505730,71477,84125,NA,2.2,10.2,10.7,80,20,174800
"Black River Falls School District, WI",5501260,60575,82500,NA,5.7,6,16,70.9,29.1,172300
"Blair-Taylor School District, WI",5500016,70250,87054,NA,3.3,4.6,10.5,77.6,22.4,168000
"Bloomer School District, WI",5501350,65017,83983,NA,3.2,4.8,8.9,81.1,18.9,193300
"Bonduel School District, WI",5501470,69675,82372,NA,2.8,8.6,5.5,84.1,15.9,206000
"Boscobel Area School District, WI",5501500,56250,73382,NA,6.3,9.4,12.8,72,28,142900
"Bowler School District, WI",5501560,56646,73289,NA,4.4,10.2,12.8,77.1,22.9,127800
"Boyceville Community School District, WI",5501590,69777,79777,NA,3.8,8.7,10.5,85.3,14.7,189700
"Brighton No. 1 School District, WI",5501650,79583,85000,NA,4.5,1.2,1,89.2,10.8,430400
"Brillion School District, WI",5501680,73774,95724,NA,1,2.2,3.5,82.5,17.5,198200
"Bristol No. 1 School District, WI",5501710,105956,137007,NA,7.2,1.6,2.3,77.8,22.2,341600
"Brodhead School District, WI",5501740,71085,85164,NA,4.2,2.4,13.8,74.5,25.5,190400
"Brown Deer School District, WI",5501800,88164,110724,NA,3.8,3.3,12.2,65.8,34.2,207600
"Bruce School District, WI",5501830,53634,67364,NA,3.9,4.7,16.1,80.3,19.7,149900
"Burlington Area School District, WI",5501890,85805,110197,NA,3.8,3.2,7.7,68.8,31.2,273400
"Butternut School District, WI",5501920,66591,82813,NA,4.1,6.5,9.4,81.2,18.8,117600
"Cadott Community School District, WI",5502040,65212,77188,NA,3.6,8.4,15.1,78.7,21.3,194100
"Cambria-Friesland School District, WI",5502070,67692,89375,NA,2.6,12.2,6.1,77.6,22.4,183600
"Cambridge School District, WI",5502100,93243,116295,NA,3.8,2.7,10.4,82.9,17.1,283000
"Cameron School District, WI",5502130,68795,80444,NA,2.2,4.4,10.7,79.2,20.8,205700
"Campbellsport School District, WI",5502160,94246,107303,NA,2.1,3.4,4.9,84.8,15.2,250300
"Cashton School District, WI",5502340,65240,74083,NA,1.8,20.7,10.4,85.9,14.1,209300
"Cassville School District, WI",5502400,58508,64219,NA,1.1,4,10.4,84,16,129200
"Cedar Grove-Belgium Area School District, WI",5502430,81464,98462,NA,3.4,2.7,2,88.4,11.6,230700
"Cedarburg School District, WI",5502460,93979,121716,NA,3.9,2.8,3.1,75.8,24.2,373400
"Chequamegon School District, WI",5500058,54589,70288,NA,2.6,6.1,12.9,77.6,22.4,133700
"Chetek-Weyerhaeuser Area School District, WI",5500061,64290,77575,NA,3.2,8.4,10.4,84.5,15.5,188500
"Chilton School District, WI",5502520,68138,81313,NA,0.8,3.8,9.6,82.1,17.9,186000
"Chippewa Falls Area School District, WI",5502550,72352,95212,NA,3,3.9,8.9,70,30,238600
"Clayton School District, WI",5502580,72976,79286,NA,2.9,8.2,7.8,79.4,20.6,212900
"Clear Lake School District, WI",5502610,79223,87778,NA,2.9,8.2,7.1,82.4,17.6,229800
"Clinton Community School District, WI",5502640,81136,95694,NA,5.4,4.8,6.9,80.1,19.9,223500
"Clintonville School District, WI",5502670,59867,77813,NA,3.3,5.2,8.5,76.8,23.2,138600
"Cochrane-Fountain City School District, WI",5502700,71700,90611,NA,3.1,4.5,6.5,85.9,14.1,188100
"Colby School District, WI",5502730,61731,75069,NA,2.4,19.9,10.5,73.4,26.6,152700
"Coleman School District, WI",5502760,66798,77200,NA,2.3,3.4,5.1,81.1,18.9,168200
"Colfax School District, WI",5502790,78020,84811,NA,3.9,5.8,9.7,74.3,25.7,210100
"Columbus School District, WI",5502820,82976,112000,NA,1.6,5.2,7.5,70.2,29.8,244200
"Cornell School District, WI",5502880,65219,72933,NA,2.1,10.4,10,80.8,19.2,151400
"Crandon School District, WI",5502910,56283,64972,NA,3.6,7.1,14.1,79.1,20.9,166100
"Crivitz School District, WI",5502970,54726,67703,NA,6.6,3.2,14.3,84,16,154400
"Cuba City School District, WI",5503030,68565,85789,NA,2.6,4,6.4,79.9,20.1,193300
"Cudahy School District, WI",5503060,66592,75373,NA,2.3,2.7,13,62.1,37.9,189000
"Cumberland School District, WI",5503090,58511,78088,NA,4.4,6.1,11.5,79,21,196100
"D.C. Everest Area School District, WI",5513170,81914,96789,NA,3.3,3.9,7.1,70.9,29.1,208300
"Darlington Community School District, WI",5503150,66290,83895,NA,1.4,11.3,8.8,78.2,21.8,154200
"De Pere Unified School District, WI",5503210,94640,117100,NA,1.4,3.1,5.5,71.3,28.7,288700
"De Soto Area School District, WI",5503240,68365,86708,NA,3.1,4.3,6.7,87,13,172600
"Deerfield Community School District, WI",5503270,94375,105393,NA,1.7,3.4,5.3,82.5,17.5,319900
"DeForest Area School District, WI",5503180,102089,118667,NA,3.3,4,7.2,77.8,22.2,306700
"Delavan-Darien School District, WI",5503640,69119,83190,NA,3.6,5.8,12.8,71.1,28.9,202500
"Denmark School District, WI",5503660,86316,108684,NA,2,3.4,5,85.6,14.4,233200
"Dodgeland School District, WI",5507260,74726,89561,NA,4.5,8.3,8.5,73.3,26.7,173700
"Dodgeville School District, WI",5503690,75958,103371,NA,3.4,2.1,8.6,72.8,27.2,230800
"Dover No. 1 School District, WI",5503750,73750,108750,NA,4.7,4.2,8.2,82.7,17.3,261600
"Drummond Area School District, WI",5503810,66778,78611,NA,1.9,5.4,8.3,89.5,10.5,235500
"Durand School District, WI",5503840,70162,81956,NA,1.9,7.5,9.6,80.1,19.9,170200
"East Troy Community School District, WI",5504020,90748,108831,NA,1.6,2.3,3.8,80.2,19.8,295600
"Eau Claire Area School District, WI",5504050,68298,98520,NA,3.3,5.6,9.1,61.8,38.2,225000
"Edgar School District, WI",5504080,68309,88438,NA,4.1,8.6,7.4,85.4,14.6,172500
"Edgerton School District, WI",5504110,85964,104906,NA,2.9,2.8,7.9,74.8,25.2,264700
"Elcho School District, WI",5504170,53466,75208,NA,4,4.5,6.7,86.7,13.3,205700
"Eleva-Strum School District, WI",5504200,72083,88971,NA,2.1,3.1,9.5,73,27,210300
"Elk Mound Area School District, WI",5504230,88895,94438,NA,2.9,4.2,10.5,75.3,24.7,235700
"Elkhart Lake-Glenbeulah School District, WI",5504260,93636,107143,NA,3.7,2.1,1.6,84.4,15.6,289600
"Elkhorn Area School District, WI",5504290,84163,99781,NA,1.4,4.7,7,71.7,28.3,250700
"Ellsworth Community School District, WI",5504320,87669,100938,NA,2.6,4.3,5.2,80,20,251800
"Elmbrook School District, WI",5501770,123835,147224,NA,2.6,1.9,2,84.4,15.6,387600
"Elmwood School District, WI",5504350,64788,86534,NA,1.1,3,8.6,76.9,23.1,188300
"Erin School District, WI",5504410,102232,125250,NA,2,3.5,1.2,95.9,4.1,355500
"Evansville Community School District, WI",5504440,83622,105889,NA,2.1,2.1,6,81.8,18.2,259100
"Fall Creek School District, WI",5504500,86528,106875,NA,3.1,3.6,10.3,87.1,12.9,254500
"Fall River School District, WI",5504530,82852,97895,NA,2.9,6.7,10.2,74.2,25.8,269700
"Fennimore Community School District, WI",5504590,65227,84250,NA,1.8,20.6,8.7,73.5,26.5,173900
"Flambeau School District, WI",5514970,57552,66923,NA,3.9,10.9,13.8,87.9,12.1,139900
"Florence School District, WI",5504650,58049,71444,NA,6,7.5,12.1,89.6,10.4,158400
"Fond du Lac School District, WI",5504680,65211,86177,NA,4.3,4.3,11.1,63.5,36.5,174500
"Fontana Joint No. 8 School District, WI",5504720,83417,99250,NA,2.9,4.9,13.7,79.9,20.1,398200
"Fort Atkinson School District, WI",5504740,78148,97344,NA,2.6,5.3,7.5,76.8,23.2,223100
"Fox Point Joint No. 2 School District, WI",5504800,130240,169375,NA,2.1,1.2,0.7,79.5,20.5,391400
"Franklin Public School District, WI",5504830,107424,134183,NA,3.8,2.6,4.3,78.1,21.9,340700
"Frederic School District, WI",5504860,58774,82891,NA,2.8,6.6,8.2,82.3,17.7,172800
"Freedom Area School District, WI",5504920,115929,126456,NA,0.7,1.8,2.4,93,7,287600
"Galesville-Ettrick-Trempealeau School District, WI",5504960,77285,95746,NA,1.8,3.6,5.8,77.3,22.7,227400
"Geneva Joint No. 4 School District, WI",5505100,80455,91389,NA,3.3,10.7,1.2,87,13,379900
"Genoa City Joint No. 2 School District, WI",5505130,86328,92500,NA,4,4.6,9.6,87,13,218700
"Germantown School District, WI",5505160,112336,127633,NA,2,2.2,2.6,82.5,17.5,351400
"Gibraltar Area School District, WI",5505220,68277,84727,NA,4.3,3.9,5.1,79,21,366500
"Gillett School District, WI",5505250,60078,69932,NA,3.1,5.6,9.8,82.8,17.2,135400
"Gilman School District, WI",5505280,59688,81875,NA,3.2,10.4,12.6,86.4,13.6,167300
"Gilmanton School District, WI",5505370,63500,79643,NA,3.9,8.6,15.3,81.9,18.1,207100
"Glendale-River Hills School District, WI",5505460,79792,113807,NA,3.8,2.6,11,68.1,31.9,247700
"Glenwood City School District, WI",5505520,83958,102135,NA,2.9,5.1,7,82.5,17.5,246100
"Goodman-Armstrong School District, WI",5505580,52542,64306,NA,1.8,4.6,9.5,84,16,122300
"Grafton School District, WI",5505610,85092,106567,NA,2.1,2.7,4.8,65.5,34.5,320700
"Granton Area School District, WI",5505640,65625,66250,NA,3.4,23.2,8.3,81,19,156900
"Grantsburg School District, WI",5505670,63409,82813,NA,7.7,7.2,8.9,83.7,16.3,169000
"Green Bay Area School District, WI",5505820,63195,81143,NA,3.8,7.5,13,60.5,39.5,187000
"Green Lake School District, WI",5505880,72813,94306,NA,2.7,3,4.5,80,20,258000
"Greendale School District, WI",5505910,89684,115038,NA,2.5,2.3,9.1,68.9,31.1,273400
"Greenfield School District, WI",5505940,64590,82602,NA,3.2,6.2,6.5,55.6,44.4,219400
"Greenwood School District, WI",5505970,60833,86827,NA,2.5,14.3,12.5,79.6,20.4,153200
"Gresham School District, WI",5500056,66250,82404,NA,2.5,5.9,16.1,80,20,153200
"Hamilton School District, WI",5506030,105585,135484,NA,2.3,2.1,3.7,77.9,22.1,366200
"Hartford Joint No. 1 School District, WI",5506090,73344,99934,NA,2.5,3.8,8,68.9,31.1,261600
"Hartford Union High School District, WI",5506120,85796,105500,NA,2.4,3.3,5.6,79.4,20.6,292300
"Hartland-Lakeside Joint No. 3 School District, WI",5506140,93659,123841,NA,4.4,3.4,6.9,70.3,29.7,376900
"Hayward Community School District, WI",5506270,58739,76844,NA,6.7,7.5,12.8,73.6,26.4,223100
"Highland School District, WI",5506420,77500,92946,NA,2.5,1.6,7.7,85.6,14.4,188200
"Hilbert School District, WI",5506450,77802,86250,NA,1.4,3.8,5.7,86.1,13.9,173000
"Hillsboro School District, WI",5506480,55864,65573,NA,2.6,25.4,6.5,82.4,17.6,171200
"Holmen School District, WI",5506540,93095,114770,NA,1.5,3.2,3,75.3,24.7,282400
"Horicon School District, WI",5506570,54050,74952,NA,4.8,3,11.8,73.5,26.5,172900
"Hortonville School District, WI",5506600,101363,113313,NA,1.7,2.1,2.6,90.5,9.5,306900
"Howard-Suamico School District, WI",5506630,92449,112218,NA,2.5,3.4,3.4,71.5,28.5,288900
"Howards Grove School District, WI",5506660,82105,96229,NA,0.9,3.1,1.4,86.9,13.1,246800
"Hudson School District, WI",5506690,106917,128484,NA,1,2.4,2.6,80.6,19.4,387100
"Hurley School District, WI",5506750,54397,73971,NA,4,6.7,12,84,16,111400
"Hustisford School District, WI",5506780,86941,107979,NA,7.3,1.5,5.1,80.3,19.7,269300
"Independence School District, WI",5506810,61635,74079,NA,3,6.4,16.3,67.1,32.9,178000
"Iola-Scandinavia School District, WI",5506840,67125,80250,NA,3,4.9,6.4,83.2,16.8,193600
"Iowa-Grant School District, WI",5506870,69238,82422,NA,2.1,12.4,9.5,83.3,16.7,162000
"Ithaca School District, WI",5506960,76607,93889,NA,2.2,5.1,4,87,13,183000
"Janesville School District, WI",5507020,66301,79044,NA,4.4,5.1,13.4,65.7,34.3,183700
"Jefferson School District, WI",5507050,73042,93383,NA,3.9,5.9,9.3,73.6,26.4,238900
"Johnson Creek School District, WI",5507170,92837,107344,NA,2.3,2.5,6.4,82.6,17.4,301300
"Juda School District, WI",5507230,71793,75833,NA,2.5,5,6.1,83.6,16.4,205500
"Kaukauna Area School District, WI",5507290,85237,103047,NA,1.8,4.3,5.5,76,24,227700
"Kenosha School District, WI",5507320,71137,88356,NA,5.5,7.2,13.9,62.4,37.6,215900
"Kettle Moraine School District, WI",5503510,121510,132719,NA,1.8,2.8,2,85.1,14.9,418300
"Kewaskum School District, WI",5507380,105316,123409,NA,3.4,2,2.3,87,13,300800
"Kewaunee School District, WI",5507410,75833,91098,NA,1,3.3,1.7,88.1,11.9,156400
"Kickapoo Area School District, WI",5512540,56989,79583,NA,3.2,24.8,11.7,81.4,18.6,154200
"Kiel Area School District, WI",5507440,80481,96386,NA,2.1,2.6,7.9,81.2,18.8,209300
"Kimberly Area School District, WI",5507470,86205,111416,NA,4.5,3.3,5.8,75.5,24.5,256900
"Kohler School District, WI",5507500,123929,142717,NA,3.9,0.1,0,93.1,6.9,335100
"La Crosse School District, WI",5507530,55551,80527,NA,3.6,5.5,10.9,53.2,46.8,190900
"La Farge School District, WI",5507560,54602,72917,NA,3.3,14.2,12.2,75.6,24.4,171200
"Lac du Flambeau No. 1 School District, WI",5504620,51098,64196,NA,9.1,13.4,12.7,72.7,27.3,284200
"Ladysmith School District, WI",5507590,55788,66944,NA,6,5.4,14.4,67.7,32.3,120200
"Lake Country School District, WI",5500013,104408,131500,NA,1.9,2.5,0,70.8,29.2,460700
"Lake Geneva Joint No. 1 School District, WI",5507620,72895,91909,NA,4.4,8.7,7.5,66.4,33.6,253900
"Lake Geneva-Genoa City Union High School District, WI",5507650,76663,91701,NA,4.2,8,7.6,71,29,249800
"Lake Holcombe School District, WI",5507680,68798,73459,NA,2.2,6.2,7.1,86,14,198600
"Lake Mills Area School District, WI",5507710,84124,105286,NA,1.1,1,6.3,76.2,23.8,289600
"Lakeland Union High School District, WI",5509630,66473,85440,NA,3.2,5.6,6.9,81.3,18.7,277000
"Lancaster Community School District, WI",5507770,77933,92712,NA,1.4,3.9,9.9,76.1,23.9,189000
"Laona School District, WI",5507830,52679,60000,NA,3,7.2,11.8,85,15,150000
"Lena School District, WI",5507860,76818,87725,NA,2.6,5.1,5.2,84.1,15.9,161000
"Linn Joint No. 4 School District, WI",5508040,78438,88824,NA,2,6,9.8,79.4,20.6,417200
"Linn Joint No. 6 School District, WI",5508070,120357,149063,NA,1.8,2.5,1,84.7,15.3,523800
"Little Chute Area School District, WI",5508160,66892,83077,NA,3.3,6.4,8.9,65.1,34.9,181700
"Lodi School District, WI",5508190,107222,122375,NA,2.9,0.7,4,81.7,18.3,334600
"Lomira School District, WI",5508220,74231,86750,NA,2.8,3.8,7.3,71.3,28.7,214600
"Loyal School District, WI",5508250,66944,80357,NA,2.3,23.6,6.5,81.1,18.9,150500
"Luck School District, WI",5508280,72500,89750,NA,3.6,5.2,10.1,83.6,16.4,200500
"Luxemburg-Casco School District, WI",5508340,82274,102670,NA,1.6,3.4,3,87.6,12.4,246600
"Madison Metropolitan School District, WI",5508520,73469,109502,NA,2.5,4.5,8.9,47.1,52.9,325800
"Manawa School District, WI",5508550,77055,84545,NA,3.3,5.3,5.3,81.3,18.7,184300
"Manitowoc School District, WI",5508610,62455,78100,NA,2.5,5.1,13.5,68.3,31.7,146900
"Maple Dale-Indian Hill School District, WI",5504770,179423,209583,NA,4,1.7,2,90.8,9.2,652800
"Maple School District, WI",5508640,72574,89009,NA,3.7,3.3,8.2,87.8,12.2,201500
"Marathon City School District, WI",5508670,91515,104764,NA,2,1.1,4.5,88.4,11.6,235700
"Marinette School District, WI",5508700,61274,74005,NA,3.9,3.6,12.5,76.3,23.7,120200
"Marion School District, WI",5508730,63875,76164,NA,2.5,9.5,11,82.6,17.4,142000
"Markesan School District, WI",5508760,69714,84125,NA,3.4,17.6,7.7,81.2,18.8,195100
"Marshall School District, WI",5508790,90293,91978,NA,3.2,7.8,10.9,75.9,24.1,274800
"Marshfield School District, WI",5508820,64769,81944,NA,2.8,4.2,9.6,70.4,29.6,179000
"Mauston School District, WI",5508850,62500,79549,NA,3.2,9.1,11.5,77,23,160900
"Mayville School District, WI",5508880,67398,83407,NA,5.8,4.2,9.8,80.1,19.9,172400
"McFarland School District, WI",5508910,97783,117075,NA,3.3,1.8,4.2,77.8,22.2,354600
"Medford Area School District, WI",5508940,62080,77276,NA,3.2,5.4,8.5,76.9,23.1,174200
"Mellen School District, WI",5508970,62031,87734,NA,2.6,1.7,12.2,87,13,122600
"Melrose-Mindoro School District, WI",5509000,69473,85799,NA,3.6,8.1,6.7,88.2,11.8,197800
"Menasha School District, WI",5509030,59740,82883,NA,2.8,4.5,13.2,59.3,40.7,161500
"Menominee Indian School District, WI",5509070,61667,65313,NA,10.6,23.9,21.5,69.9,30.1,102200
"Menomonee Falls School District, WI",5509060,89551,117106,NA,2.2,3,4.7,71.5,28.5,290400
"Menomonie Area School District, WI",5509090,65454,92626,NA,3.8,4.4,11.7,57.4,42.6,216500
"Mequon-Thiensville School District, WI",5509130,126521,161078,NA,1.5,1.9,2,81.4,18.6,438900
