district_name,district_geoid,median_household_income,median_family_income,labor_force_pct,unemployment_pct,uninsured_pct,snap_pct,owner_occ_pct,renter_occ_pct,median_home_value
"South Lake Schools, MI",2632220,68497,94565,NA,4,4.2,9.3,80.7,19.3,169000
"South Lyon Community Schools, MI",2632250,107568,136149,NA,3.9,3.4,5.7,86.9,13.1,350600
"South Redford School District, MI",2632280,72157,85756,NA,5.3,5.8,18.2,77.6,22.4,139900
"Southfield Public School District, MI",2632310,64902,85151,NA,6.6,3.9,13.2,52.6,47.4,215300
"Southgate Community School District, MI",2632340,63290,79110,NA,4.8,3.6,9.5,68.2,31.8,154700
"Sparta Area Schools, MI",2632370,80442,86128,NA,5.1,4.4,8.7,84.9,15.1,233400
"Spring Lake Public Schools, MI",2632550,93233,116455,NA,3.3,2.2,4.8,88.2,11.8,325900
"Springport Public Schools, MI",2632610,67730,80833,NA,6.8,7.6,11.4,88.1,11.9,169900
"St. Charles Community Schools, MI",2632640,63726,77292,NA,3.6,4,14.7,88.6,11.4,138300
"St. Ignace Area Schools, MI",2600012,55858,66033,NA,10.8,12.1,16.5,71.2,28.8,132800
"St. Johns Public Schools, MI",2632820,75138,94670,NA,3.9,2.8,8.7,83.7,16.3,201000
"St. Joseph Public Schools, MI",2632850,94787,113651,NA,1.8,3.5,4,77.9,22.1,260200
"St. Louis Public Schools, MI",2632880,56147,70948,NA,5.4,5.4,18.4,83.7,16.3,128200
"Standish-Sterling Community School District, MI",2632940,54460,67783,NA,5.9,6.4,14.6,83.9,16.1,112900
"Stanton Township Public Schools, MI",2632970,77337,85455,NA,1.3,0.2,4,96.1,3.9,244100
"Stephenson Area Public Schools, MI",2633000,53949,69836,NA,3,5.9,6.2,90,10,153400
"Stockbridge Community Schools, MI",2633030,66791,84668,NA,7.6,3.4,9,85.5,14.5,208600
"Sturgis Public Schools, MI",2633090,59115,69792,NA,6.6,7.7,15.1,66.4,33.6,135600
"Summerfield School District, MI",2633120,79308,99432,NA,3,2.9,7.1,88.8,11.2,210100
"Superior Central Schools, MI",2600019,59000,65871,NA,6.4,2.3,8.4,94.3,5.7,171300
"Suttons Bay Public Schools, MI",2633360,85954,108750,NA,4.1,5.1,6.3,87.6,12.4,348000
"Swan Valley School District, MI",2633410,80287,92444,NA,4,2.7,7.8,86.5,13.5,157900
"Swartz Creek Community Schools, MI",2633420,71465,82715,NA,3.7,4.3,10.5,85.8,14.2,175200
"Tahquamenon Area Schools, MI",2625350,52066,70699,NA,7.6,3,15.1,84,16,114300
"Tawas Area Schools, MI",2633510,51235,66925,NA,7.7,5.3,12.1,81.5,18.5,131300
"Taylor School District, MI",2633540,58885,65940,NA,7.7,5.4,17.7,64.7,35.3,131800
"Tecumseh Public Schools, MI",2633720,73333,88990,NA,6.2,4.7,8.1,81.9,18.1,209100
"Tekonsha Community Schools, MI",2633750,68824,84107,NA,4,5.6,10.1,88.5,11.5,142000
"Thornapple Kellogg School District, MI",2633810,85948,102535,NA,2.3,4.1,4.7,86.2,13.8,263600
"Three Rivers Community Schools, MI",2633840,62604,73352,NA,5.8,5.9,13.5,71,29,160800
"Traverse City Area Public Schools, MI",2633870,75555,94508,NA,3.8,5,7.5,75.3,24.7,280400
"Trenton Public Schools, MI",2633900,75282,102730,NA,3.2,3.7,5.4,83.3,16.7,189400
"Tri County Area Schools, MI",2633930,68442,82248,NA,3.1,6.4,16.7,84.3,15.7,169300
"Troy School District, MI",2634260,121001,144838,NA,3.9,3,3,76,24,386100
"Ubly Community Schools, MI",2634380,60598,78750,NA,4.8,4.5,5.8,88.5,11.5,142100
"Union City Community Schools, MI",2634410,60845,72933,NA,9.6,6.5,16.4,76.3,23.7,125100
"Unionville-Sebewaing Area School District, MI",2634440,57868,73786,NA,4,6.7,8.2,83.5,16.5,106100
"Utica Community Schools, MI",2634470,85945,108620,NA,4.9,5,8.2,77.7,22.3,282000
"Van Buren Public Schools, MI",2634560,72965,92119,NA,8,5.5,10.6,63.7,36.3,234200
"Van Dyke Public Schools, MI",2634680,48207,51547,NA,12.8,10.7,31.4,49.1,50.9,84700
"Vanderbilt Area Schools, MI",2634620,57300,65938,NA,7.3,6.2,12.6,82.1,17.9,157500
"Vandercook Lake Public Schools, MI",2634650,51087,62500,NA,2.3,10,9.3,91.5,8.5,121500
"Vassar Public Schools, MI",2634710,59595,68797,NA,5.9,5.8,11.4,83.8,16.2,119200
"Verona Township School District 1F, MI",2634860,53750,53904,NA,3.6,6.3,6.1,99.1,0.9,320300
"Vestaburg Community Schools, MI",2634920,55920,64013,NA,5.5,9.3,15.5,91,9,120800
"Vicksburg Community Schools, MI",2634950,81363,89920,NA,4.8,3.3,5.2,87.1,12.9,220600
"Wakefield-Marenisco School District, MI",2635010,45919,64615,NA,1.8,6.3,13.2,87.4,12.6,71800
"Waldron Area Schools, MI",2635040,54722,67550,NA,11,4.2,16,78.1,21.9,128600
"Walkerville Rural Community School District, MI",2635130,47422,57321,NA,11.2,14.6,23.3,82,18,92500
"Walled Lake Consolidated Schools, MI",2635160,88510,120169,NA,4.3,4,5.5,65.6,34.4,313300
"Warren Consolidated Schools, MI",2635190,69647,86605,NA,5.8,5.8,15,76,24,211500
"Warren Woods Public Schools, MI",2635220,71185,84712,NA,6.5,4,10.9,79.3,20.7,181700
"Waterford School District, MI",2635310,73789,93681,NA,4.3,6.1,8.4,74.6,25.4,226200
"Watersmeet Township School District, MI",2635340,55417,77454,NA,3.2,4.5,10,82.4,17.6,259000
"Watervliet School District, MI",2635460,56503,66183,NA,6.4,5.8,10.8,81,19,122000
"Waverly Community Schools, MI",2635520,65230,81022,NA,5.6,3.6,13.1,61.6,38.4,172800
"Wayland Union Schools, MI",2635550,82919,90740,NA,2.5,3.5,3.4,85.5,14.5,247000
"Wayne-Westland Community School District, MI",2600015,58279,70664,NA,6.8,7.1,18,62.9,37.1,148800
"Webberville Community Schools, MI",2635730,75300,89375,NA,7.4,8.3,12.1,83.2,16.8,146200
"Wells Township School District, MI",2635790,55500,72083,NA,0,9.7,2,98,2,204200
"West Bloomfield School District, MI",2635820,119219,147340,NA,4.9,3.8,2.9,84.9,15.1,361600
"West Branch-Rose City Area Schools, MI",2635850,53692,66179,NA,5.6,4.4,15.8,82,18,142200
"West Iron County Public Schools, MI",2632910,52575,67395,NA,4.3,6.4,11.2,79.8,20.2,93600
"West Ottawa Public School District, MI",2635910,81092,94933,NA,4.8,4.4,8.8,76.1,23.9,249900
"Western School District, MI",2635940,79745,100856,NA,4.6,4.3,8.9,76,24,191600
"Westwood Community Schools, MI",2611640,45131,52414,NA,11.7,6.6,30.7,48.4,51.6,79800
"Westwood Heights Schools, MI",2635970,44223,57317,NA,11.5,5.6,29.9,64.4,35.6,73300
"White Cloud Public Schools, MI",2636060,47469,60574,NA,5.3,9.2,21.4,83.6,16.4,118800
"White Pigeon Community Schools, MI",2636120,67117,81012,NA,5.6,5.3,10.3,79.1,20.9,165200
"Whitefish Township Schools, MI",2636240,53125,61250,NA,13.8,7.2,3.9,84.9,15.1,178800
"Whiteford Agricultural School District, MI",2636270,84788,94495,NA,1.4,3.6,0.5,90.7,9.3,231400
"Whitehall School District, MI",2636300,78424,86511,NA,2.5,3,14.9,87.5,12.5,209000
"Whitmore Lake Public Schools, MI",2636330,76721,99928,NA,2.4,1.9,10.5,72.9,27.1,257000
"Whittemore-Prescott Area Schools, MI",2636390,41029,52786,NA,11.6,9.5,31.7,83.7,16.3,82700
"Williamston Community Schools, MI",2636420,100591,130815,NA,4.8,3.9,4.7,83.5,16.5,268700
"Wolverine Community Schools, MI",2636480,49318,54563,NA,8,6.7,12.3,87.9,12.1,156300
"Woodhaven-Brownstown School District, MI",2636485,78627,92880,NA,4.6,3.6,8.9,75.7,24.3,225000
"Wyandotte City School District, MI",2636540,62111,80480,NA,4.1,4,11.9,73.3,26.7,147900
"Wyoming Public Schools, MI",2636570,67484,80667,NA,5.4,4.9,12.4,66.1,33.9,184000
"Yale Public Schools, MI",2636600,66928,78922,NA,10.3,3.9,9.3,85,15,196700
"Ypsilanti Community Schools, MI",2636630,50961,68458,NA,8.2,7.4,18,49.2,50.8,178500
"Zeeland Public Schools, MI",2636660,95116,106979,NA,2.5,2,4.5,87.6,12.4,288500
"A.C.G.C. Public School District, MN",2700106,73750,90239,NA,4.3,6,6.7,82.8,17.2,178500
"Adrian Public School District, MN",2702730,67744,68750,NA,0.8,5.1,3.4,85.7,14.3,154400
"Aitkin Public School District, MN",2702760,58560,74770,NA,3.7,5,6.5,85.4,14.6,237800
"Albany Public School District, MN",2702930,92803,108563,NA,3.2,2.2,4.4,86.4,13.6,253700
"Albert Lea Public School District, MN",2702970,62938,78750,NA,4.6,7.4,8.9,76,24,150000
"Alden-Conger Public School District, MN",2703030,80417,97115,NA,4.4,3.1,3.1,87.3,12.7,161500
"Alexandria Public School District, MN",2703060,73146,92209,NA,3.1,3.7,4.1,74.4,25.6,293500
"Annandale Public School District, MN",2703150,85423,102244,NA,3.1,2.7,6,88.9,11.1,331000
"Anoka-Hennepin Public School District, MN",2703180,99290,111420,NA,3.4,3.9,5.4,81.7,18.3,309400
"Ashby Public School District, MN",2703300,71563,93000,NA,1.9,5,4,82.7,17.3,250800
"Austin Public School District, MN",2703450,63200,82649,NA,3.6,4.8,12.5,70.5,29.5,143900
"Badger Public School District, MN",2703540,63854,77000,NA,4.1,1.9,3.1,83.7,16.3,138200
"Bagley Public School District, MN",2703570,61782,77292,NA,8.6,8.6,11.9,82.9,17.1,160000
"Barnesville Public School District, MN",2703660,81806,95263,NA,1.5,2.3,3.3,84.6,15.4,224700
"Barnum Public School District, MN",2703690,78427,92500,NA,5.3,3.2,4.5,89,11,222600
"Battle Lake Public School District, MN",2703750,72168,91078,NA,4.3,2.7,4,87.6,12.4,355300
"Becker Public School District, MN",2703870,106599,122137,NA,4.2,3.2,3,93.4,6.6,300900
"Belgrade-Brooten-Elrosa Public School District, MN",2700105,68716,87171,NA,2,6.4,7,84.8,15.2,220100
"Belle Plaine Public School District, MN",2704050,98763,117202,NA,1.2,2,3.7,86.9,13.1,290000
"Bemidji Public School District, MN",2704440,66587,86623,NA,3.8,5.9,10.4,68.4,31.6,220400
"Benson Public School District, MN",2704470,60466,74940,NA,3.7,3.6,12.6,72.4,27.6,153300
"Bertha-Hewitt Public School District, MN",2705430,55786,74821,NA,4.2,11.6,9.8,84.9,15.1,114700
"Big Lake Public School District, MN",2705460,105750,115615,NA,2.5,3.3,2.6,89.4,10.6,296400
"Bird Island-Olivia-Lake Lillian Public School District, MN",2705660,67571,89706,NA,3.6,3.7,9,73.2,26.8,158900
"Blackduck Public School District, MN",2705730,53945,72266,NA,3.7,5.7,10.8,81.5,18.5,194500
"Blooming Prairie Public School District, MN",2705760,79196,97583,NA,2.3,4.1,4.8,89.2,10.8,206000
"Bloomington Public School District, MN",2705790,87250,106589,NA,4.4,4.8,5.1,67.1,32.9,326900
"Blue Earth Area Public Schools, MN",2700130,67695,90573,NA,4.5,6.4,6.9,78.8,21.2,124200
"Braham Public School District, MN",2706060,69800,80764,NA,5.6,5.6,10.2,82.6,17.4,227400
"Brainerd Public School District, MN",2706090,65314,82118,NA,4.8,5.9,8.9,74.3,25.7,234400
"Brandon-Evansville Public Schools, MN",2700382,78833,91603,NA,3.4,3.8,5.1,84.4,15.6,222500
"Breckenridge Public School District, MN",2706150,63920,85970,NA,5.9,2.5,9,77.9,22.1,161700
"Brooklyn Center School District, MN",2706240,74194,75464,NA,4.9,10.1,22.4,61,39,229900
"Browerville Public School District, MN",2706300,53975,71667,NA,5.1,14.9,7.8,81.7,18.3,153300
"Browns Valley Public School District, MN",2707110,63029,63942,NA,5.2,5.5,24.9,64.8,35.2,83500
"Buffalo Lake-Hector-Stewart Public Schools, MN",2700023,64118,88750,NA,2.4,6,4.7,81.9,18.1,142100
"Buffalo-Hanover-Montrose Public Schools, MN",2707200,95245,113744,NA,3,5.1,3.8,82.7,17.3,315900
"Burnsville Public School District, MN",2707290,88445,111836,NA,4.6,5,5.8,70.5,29.5,321800
"Butterfield Public School District, MN",2707320,62955,70547,NA,8.6,12.9,4,88.3,11.7,74500
"Byron Public School District, MN",2707350,120388,141899,NA,3.5,1.4,5.2,86.3,13.7,337200
"Caledonia Public School District, MN",2707380,67819,94028,NA,1.5,6,2,81.5,18.5,175000
"Cambridge-Isanti Public School District, MN",2707410,83086,92750,NA,4.4,5.4,7.8,82,18,257400
"Campbell-Tintah Public School District, MN",2707450,71042,84167,NA,2.4,3.5,5,80.1,19.9,137900
"Canby Public School District, MN",2707470,59338,82095,NA,4,2.1,8.6,83,17,154400
"Cannon Falls Public School District, MN",2707500,83091,111310,NA,2.2,4,5.1,80.5,19.5,294700
"Carlton Public School District, MN",2707590,79063,97188,NA,6.6,5.6,7.6,83.1,16.9,234300
"Cass Lake-Bena Public Schools, MN",2708070,57674,61250,NA,15.1,12.1,24.4,66.6,33.4,159200
"Cedar Mountain School District, MN",2700110,70455,89583,NA,1.5,8.2,5.6,82,18,124200
"Centennial Public School District, MN",2708100,103515,121857,NA,3.1,4.2,4.8,88.3,11.7,316500
"Central Public School District, MN",2723910,91794,111538,NA,4,4,4.4,85.1,14.9,312500
"Chatfield Public Schools, MN",2708220,89679,110688,NA,2,3.1,5.7,86.2,13.8,255000
"Chisago Lakes School District, MN",2700017,105655,117077,NA,3.3,3.4,4.2,86.8,13.2,337800
"Chisholm Public School District, MN",2708910,50927,69583,NA,5.1,1.7,16.4,75.2,24.8,112700
"Chokio-Alberta Public School District, MN",2708940,77361,93750,NA,5.6,3.4,10.9,78.1,21.9,111100
"Clearbrook-Gonvick School District, MN",2700103,63698,83000,NA,4.7,20.5,12.7,80.7,19.3,170000
"Cleveland Public School District, MN",2709330,98063,113229,NA,3.4,2.8,2.7,86.6,13.4,334800
"Climax-Shelly Public Schools, MN",2709360,62396,82083,NA,6.6,5.5,14.9,89,11,118500
"Clinton-Graceville-Beardsley, MN",2700150,66071,85000,NA,2.4,4.4,5.9,76,24,108700
"Cloquet Public School District, MN",2709420,61633,79786,NA,5.3,5.6,11.2,70.9,29.1,189700
"Columbia Heights Public School District, MN",2709510,71833,85477,NA,5.6,7.7,13.8,64.8,35.2,233500
"Comfrey Public School District, MN",2709540,63523,94063,NA,2.5,4.3,3.2,83.9,16.1,118800
"Cook County Public Schools, MN",2713110,71937,91315,NA,3.1,5.1,5.5,78.1,21.9,289500
"Cromwell-Wright Public Schools, MN",2709690,76705,89479,NA,3.2,4.2,5.5,82.3,17.7,219900
"Crookston Public School District, MN",2709720,54539,82139,NA,3.5,4.9,14,61.6,38.4,170200
"Crosby-Ironton Public School District, MN",2709750,60754,77176,NA,6.2,6.6,7.4,79.6,20.4,239900
"Dassel-Cokato Public School District, MN",2710060,80395,95255,NA,2.2,6.9,2.8,82.4,17.6,263400
"Dawson-Boyd Public School District, MN",2710090,76250,92750,NA,3.5,3.1,5.6,85.7,14.3,151400
"Deer River Public School District, MN",2710140,65947,73966,NA,5.3,6.3,10.4,87.9,12.1,186600
"Delano Public School District, MN",2710170,109549,134242,NA,0.9,1.8,1.9,83.2,16.8,371000
"Detroit Lakes Public School District, MN",2710230,68391,86692,NA,3.9,6.3,11.4,72.8,27.2,267100
"Dilworth-Glyndon-Felton, MN",2710260,89239,115000,NA,1.9,5,6,88.4,11.6,259900
"Dover-Eyota Public School District, MN",2711010,90556,104625,NA,2.5,3,4.2,80.9,19.1,275500
"Duluth Public School District, MN",2711040,67065,95173,NA,4.7,3.9,10.4,62.8,37.2,225000
"East Central School District, MN",2711085,53324,73684,NA,6.5,7.5,10.4,80.1,19.9,170000
"East Grand Forks Public School District, MN",2711130,84583,103527,NA,3.5,3.4,10.3,72.2,27.8,240700
"Eastern Carver County Public Schools, MN",2708190,117981,147379,NA,3.4,2.4,4.4,79,21,414600
"Eden Prairie Public School District, MN",2714220,129868,160484,NA,3.9,3.1,3.4,76.2,23.8,440800
"Eden Valley-Watkins School District, MN",2711190,78936,91359,NA,1.4,4.3,10.4,85.9,14.1,233900
"Edgerton Public School District, MN",2711220,72656,93333,NA,0.1,7.3,0.9,87.6,12.4,166400
"Edina Public School District, MN",2711250,155954,206472,NA,4.2,1.9,2.5,78,22,666500
"Elk River Public School District, MN",2711370,114111,128567,NA,1.6,2.7,3.5,85.8,14.2,342500
"Ellsworth Public School District, MN",2711460,63194,87917,NA,2.1,6.3,5.6,84.5,15.5,134200
"Ely Public School District, MN",2711520,56612,91176,NA,2.1,7.1,5.6,71.8,28.2,177800
"Esko Public School District, MN",2738880,111083,117670,NA,2.1,2.5,2,95.6,4.4,309700
"Fairmont Area School District, MN",2700124,57538,85190,NA,5.2,5.6,10.9,69.1,30.9,158600
"Faribault Public School District, MN",2711760,66787,83538,NA,5.4,8.7,8.5,70.5,29.5,241600
"Farmington Public School District, MN",2711820,116227,132022,NA,3.2,3.1,3.8,87.4,12.6,332600
"Fergus Falls Public School District, MN",2711880,59923,86218,NA,5.6,4.3,8.8,72.3,27.7,194200
"Fertile-Beltrami School District, MN",2711910,83207,94632,NA,4.1,5.9,4.5,86.9,13.1,187200
"Fillmore Central, MN",2700100,68221,90102,NA,3.6,9.5,6.5,80,20,187400
"Fisher Public School District, MN",2712180,106681,123594,NA,1.1,1.4,2,84.5,15.5,225400
"Floodwood Public School District, MN",2712210,57115,70673,NA,8.5,5.1,6.5,83.6,16.4,133400
"Foley Public School District, MN",2712240,91007,104917,NA,3.7,3.8,7.6,85.9,14.1,246800
"Forest Lake Public School District, MN",2712270,99136,117758,NA,3.9,4.1,5,82.2,17.8,359400
"Fosston Public School District, MN",2712300,56058,75114,NA,4.5,6.2,11.4,78.2,21.8,165500
"Franconia Public School District, MN",2708880,137500,161250,NA,6.2,1.4,4.5,95.5,4.5,457100
"Frazee-Vergas Public School District, MN",2712360,67030,83233,NA,3.7,4.9,8.5,82.6,17.4,220600
"Fridley Public School District, MN",2712420,72102,84727,NA,6.2,5.9,13.3,57.8,42.2,276700
"Fulda Public School District, MN",2712480,71685,91579,NA,2.4,4.4,5.6,85.1,14.9,154400
"G.F.W., MN",2712580,65566,84000,NA,4,4.4,6.6,82.4,17.6,148300
"Glencoe-Silver Lake School District, MN",2700128,75320,92403,NA,2.9,5.6,10.4,80.7,19.3,222300
"Glenville-Emmons School District, MN",2700148,65278,85469,NA,1.4,4.9,5.7,86.6,13.4,145300
"Goodhue Public School District, MN",2712900,88580,98864,NA,3.5,5.5,3.7,84.4,15.6,265300
"Goodridge Public School District, MN",2713020,70104,80417,NA,2.2,7.2,5.7,95.2,4.8,165300
"Granada-Huntley-East Chain, MN",2713040,80139,91875,NA,0.7,5.3,2.8,86.6,13.4,160200
"Grand Meadow Public School District, MN",2713140,72250,99125,NA,0.8,7.9,4.5,83.2,16.8,205100
"Grand Rapids Public School District, MN",2713170,64473,86991,NA,6.5,4.1,9.6,79.4,20.6,224200
"Greenbush-Middle River School District, MN",2700107,65735,82946,NA,4.4,5.3,3.4,89.8,10.2,141700
"Greenway Public School District, MN",2709480,63108,72875,NA,5.8,6.4,11.9,87.2,12.8,160500
"Grygla Public School District, MN",2718920,70583,80000,NA,1.5,5.8,5.8,92.1,7.9,124700
"Hancock Public School District, MN",2713380,75250,82857,NA,2,9.5,7.1,78.5,21.5,123100
"Hastings Public School District, MN",2713530,98637,115328,NA,3.1,2,3.4,78.9,21.1,310300
"Hawley Public School District, MN",2713560,99018,122337,NA,1.7,3.8,3.9,82.2,17.8,303500
"Hayfield Public School District, MN",2713590,77653,94013,NA,2.6,3.3,6.1,81.4,18.6,198700
"Hendricks Public School District, MN",2713680,54219,70170,NA,3.2,6,6.2,77.9,22.1,150000
"Henning Public School District, MN",2713860,65625,79722,NA,3.2,5,5.4,83.3,16.7,228500
"Herman-Norcross School District, MN",2713890,80000,89583,NA,5.9,4.3,5.1,82.8,17.2,136900
"Hermantown Public School District, MN",2713920,90549,104818,NA,1.8,3.1,6.8,79.1,20.9,345700
"Heron Lake-Okabena School District, MN",2713930,76563,90833,NA,1.6,1.3,5,87,13,108900
"Hibbing Public School District, MN",2713980,53484,81719,NA,5.1,3,12.1,75.1,24.9,124800
"Hill City Public School District, MN",2714010,55833,69306,NA,8.6,5.1,11.5,79.7,20.3,170200
"Hills-Beaver Creek School District, MN",2714040,81250,96042,NA,5.9,6.8,6.3,80,20,194700
"Hinckley-Finlayson School District, MN",2714070,57747,67008,NA,8.6,6.2,10,82.7,17.3,190200
"Holdingford Public School District, MN",2714190,92439,107340,NA,1.2,0.7,2.1,89,11,286300
"Hopkins Public School District, MN",2714260,94718,128574,NA,2.9,3.6,5.1,57.1,42.9,386100
"Houston Public School District, MN",2714280,66161,88869,NA,3.6,2.8,5.1,83.1,16.9,225400
"Howard Lake-Waverly-Winsted, MN",2700123,84330,106389,NA,1.6,4.4,4.6,81.6,18.4,254100
"Hutchinson Public School District, MN",2714970,71919,100702,NA,4.1,4.9,4.4,73,27,213000
"International Falls School District, MN",2715000,59448,77426,NA,5.5,6.4,9.1,78.9,21.1,132700
"Inver Grove Heights Schools, MN",2715030,88902,111910,NA,3.2,4.3,5.3,70.1,29.9,315300
"Isle Public School District, MN",2715510,56250,77411,NA,7.8,4.9,8.5,84.7,15.3,221900
"Ivanhoe Public School District, MN",2715540,65592,73250,NA,3.8,3.6,9.7,84.2,15.8,94000
"Jackson County Central School District, MN",2700231,66719,81806,NA,2.3,4.6,6.8,78.9,21.1,140100
"Janesville-Waldorf-Pemberton, MN",2791451,78450,95208,NA,2.4,3.6,5.1,88,12,193500
"Jordan Public School District, MN",2715750,111738,125341,NA,4.9,3.3,6,84.1,15.9,366400
"Kasson-Mantorville School District, MN",2716980,104359,119407,NA,3,4.5,2.4,91.4,8.6,270600
"Kelliher Public School District, MN",2717010,73750,95114,NA,3.3,7,8,90.9,9.1,166000
"Kenyon-Wanamingo School District, MN",2717100,82529,97500,NA,3.1,3.8,5.4,84.4,15.6,244800
"Kerkhoven-Murdock-Sunburg, MN",2717120,67273,77759,NA,3.6,8.9,9,74,26,195600
"Kimball Public School District, MN",2717220,88188,103125,NA,4.3,5.1,4.4,91.1,8.9,316400
"Kingsland Public School District, MN",2700007,79779,92500,NA,2.7,5.6,7.5,83.4,16.6,182500
"Kittson Central School District, MN",2791447,71215,99375,NA,1.2,4.9,3.8,85.7,14.3,122800
"La Crescent-Hokah School District, MN",2717250,80389,103207,NA,0.6,4.1,3.6,86.1,13.9,242300
"Lac Qui Parle Valley School District, MN",2700125,60381,77969,NA,3.5,5.6,7.8,80.8,19.2,101200
"Lake Benton Public School District, MN",2717460,56458,81071,NA,3.9,7.9,7.9,81.7,18.3,141000
"Lake City Public School District, MN",2717520,78051,101716,NA,1.3,3.4,3.3,81,19,253600
"Lake Crystal-Wellcome Memorial, MN",2791445,81823,94012,NA,3,3.2,4.6,83.4,16.6,210800
"Lake of the Woods School District, MN",2717570,63913,83068,NA,2.3,5.1,7,83.1,16.9,202800
"Lake Park Audubon School District, MN",2700162,82196,105441,NA,2.7,3.2,4.2,91.4,8.6,301700
"Lake Superior Public School District, MN",2740740,75713,94494,NA,2.7,4.5,6.1,84.9,15.1,213900
"Lakeview School District, MN",2700088,87708,100433,NA,4.8,4.2,4.5,82.2,17.8,174000
"Lakeville Public School District, MN",2717780,130138,149104,NA,2.6,2.5,2.9,86.1,13.9,424400
"Lancaster Public School District, MN",2717880,61750,86875,NA,2.2,3.7,1.3,76.2,23.8,145400
"Lanesboro Public School District, MN",2717910,76635,93438,NA,2,8.5,8.9,80.5,19.5,228300
"Laporte Public School District, MN",2717940,65750,77917,NA,4.4,4.4,3.3,90.1,9.9,238900
"LeRoy-Ostrander Public Schools, MN",2718060,58466,84750,NA,2,2.1,6.8,79,21,143400
"Lester Prairie Public School District, MN",2702640,92414,104250,NA,0.8,2,2.8,90.1,9.9,231400
"LeSueur-Henderson School District, MN",2718070,82500,103537,NA,1.7,8.8,6.4,75.3,24.7,236000
"Lewiston-Altura Public School District, MN",2718090,84333,99398,NA,2.7,6.9,4.5,80.2,19.8,238700
"Litchfield Public School District, MN",2718210,71821,91903,NA,2.7,4.9,6.9,80,20,203600
"Little Falls Public School District, MN",2718240,58470,76446,NA,4.7,4.3,9.2,77.1,22.9,206100
"Littlefork-Big Falls School District, MN",2718270,59500,79083,NA,3.6,6,6.7,83.5,16.5,113000
"Long Prairie-Grey Eagle School District, MN",2700109,70810,76264,NA,4.1,9.4,5.1,79.9,20.1,173500
"Luverne Public School District, MN",2718330,72870,93850,NA,1.9,3.2,8,75.9,24.1,184600
"Lyle Public School District, MN",2718360,68472,80000,NA,4,4.4,12.2,83.9,16.1,171700
"Lynd Public School District, MN",2718390,79042,86250,NA,1.5,4.5,5.3,79.7,20.3,224000
"M.A.C.C.R.A.Y. School District, MN",2700091,70559,84712,NA,3.8,5.5,7.9,76.3,23.7,154900
"Mabel-Canton Public School District, MN",2718540,65192,75048,NA,5.2,21.7,7,84.4,15.6,123300
"Madelia Public School District, MN",2718570,72115,87232,NA,2.9,8.9,6.9,76.4,23.6,165000
"Mahnomen Public School District, MN",2718660,48702,58162,NA,9.9,14.5,25.8,64.8,35.2,120800
"Mahtomedi Public School District, MN",2718750,128992,159612,NA,3.4,2.8,5.7,80.9,19.1,491300
"Mankato Public School District, MN",2718780,69180,91448,NA,3.6,3.6,7.5,59.8,40.2,247100
"Maple Lake Public School District, MN",2718810,86750,97019,NA,4.3,8.7,4,83.9,16.1,272900
"Maple River School District, MN",2700006,80789,95395,NA,3.4,3.9,6.2,84.3,15.7,183900
"Marshall County Central Schools, MN",2723550,69526,85938,NA,3.7,2,5.4,89.2,10.8,164600
"Marshall Public School District, MN",2718940,65769,79189,NA,2.9,7,8.9,62,38,195200
"Martin County West School District, MN",2718960,67071,77386,NA,8.2,5.6,7.2,81.1,18.9,116900
"McGregor Public School District, MN",2719170,55481,70036,NA,9.1,6.4,7.5,83.9,16.1,222100
"Medford Public School District, MN",2719320,88313,95000,NA,3.7,4.7,6.5,85.5,14.5,237700
"Melrose Public School District, MN",2720550,72155,95455,NA,1.9,7,7.9,82.6,17.4,219300
"Menahga Public School District, MN",2720580,68708,82356,NA,3.1,6.1,8,81.2,18.8,182600
"Mesabi East School District, MN",2791450,63165,74962,NA,8.3,2.8,10.5,87.5,12.5,104700
"Milaca Public School District, MN",2720670,73666,86815,NA,3.8,5,7.5,81.1,18.9,228100
"Milroy Public School District, MN",2721210,72557,83750,NA,3.6,3.3,2.5,84,16,166800
"Minneapolis Public School District, MN",2721240,76332,109514,NA,5.8,6,12.2,48.1,51.9,328700
"Minneota Public School District, MN",2721270,72885,92845,NA,1.5,5,6.6,83.4,16.6,167800
"Minnetonka Public School District, MN",2711670,146422,177398,NA,2.7,2.3,2,87.2,12.8,553000
"Minnewaska School District, MN",2700019,70427,94139,NA,0.9,3.1,8.4,79.9,20.1,219900
"Montevideo Public School District, MN",2721320,59565,80827,NA,3.9,7.5,6.8,69.3,30.7,136700
"Monticello Public School District, MN",2721390,92440,109719,NA,1.5,5.4,6.5,75.3,24.7,308400
"Moorhead Public School District, MN",2721420,70916,100893,NA,4.7,3.7,10.3,59.4,40.6,237800
"Moose Lake Public School District, MN",2721450,71131,93015,NA,2.9,5.1,8.1,78.6,21.4,214400
"Mora Public School District, MN",2721480,68351,82000,NA,4.2,4.5,9.6,82.8,17.2,203700
"Morris Area Public Schools, MN",2700383,68065,98032,NA,0.6,4.5,9.7,65.1,34.9,193200
"Mounds View Public School District, MN",2722950,98587,125259,NA,3.8,3.8,4.8,74.4,25.6,340400
"Mountain Iron-Buhl School District, MN",2700001,65436,78800,NA,3.3,2.3,4.1,74.1,25.9,156100
