district_key,total_rev_2122,total_exp_2122,cap_outlay_2122,debt_out_end_2122,debt_out_start_2122,debt_issued_2122,debt_retired_2122,debt_service_funds_2122,bond_funds_2122,other_funds_2122,GeoId,debt_district_only,debt_expanded
HOUSTON ISD | TEXAS,2943174000,2824805000,153313000,2384285000,2615110000,0,230825000,68575000,271372000,1572715000,4823640,2384285000,4296947000
HOUSTON PUBLIC SCHOOL DISTRICT | MINNESOTA,29744000,30379000,1787000,5978000,4305000,2128000,455000,76000,0,6684000,2714280,5978000,12738000
HOUSTON R-I | MISSOURI,12948000,15659000,2384000,7475000,7595000,0,120000,697000,0,3928000,2914840,7475000,12100000
HOVEN SCHOOL DISTRICT 53-2 | SOUTH DAKOTA,2579000,2290000,46000,0,0,0,0,0,0,2413000,4634600,0,2413000
HOWARD COUNTY PUBLIC SCHOOLS | MARYLAND,1241400000,1197692000,125260000,561152000,545161000,46166000,30175000,0,0,0,2400420,561152000,561152000
HOWARD GARDNER COMMUNITY CHARTER DISTRICT | CALIFORNIA,3096000,4028000,1000,0,0,0,0,0,0,0,0601520,0,0
HOWARD GARDNER MULTIPLE INTELLIGENCE CS | PENNSYLVANIA,4901000,8557000,3786000,3494000,387000,3107000,0,0,0,1024000,4200867,3494000,4518000
HOWARD LAKE-WAVERLY-WINSTED | MINNESOTA,21245000,20768000,1857000,36828000,38329000,525000,2026000,1988000,0,2480000,2700123,36828000,41296000
HOWARD SCHOOL | LOUISIANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2200151,NA,0
HOWARD SCHOOL DISTRICT 48-3 | SOUTH DAKOTA,5653000,5026000,228000,4178000,4178000,426000,426000,993000,0,3884000,4600025,4178000,9055000
HOWARD UNIVERSITY MIDDLE SCHOOL OF MATH AND SCIENCE PCS | DISTRICT OF COLUMBIA,8876000,8395000,99000,0,0,0,0,0,0,5584000,1100058,0,5584000
HOWARD-SUAMICO SCHOOL DISTRICT | WISCONSIN,106218000,99235000,14330000,95321000,9115000,98000000,11794000,3083000,92892000,35588000,5506630,95321000,226884000
HOWARD-WINNESHIEK COMM SCHOOL DISTRICT | IOWA,20000000,19509000,3579000,8691000,790000,8753000,852000,0,0,17362000,1914280,8691000,26053000
HOWARDS GROVE SCHOOL DISTRICT | WISCONSIN,14626000,13564000,806000,4815000,6343000,0,1528000,98000,0,2054000,5506660,4815000,6967000
HOWE | OKLAHOMA,7317000,7316000,239000,0,0,0,75000,35000,0,1656000,4015120,0,1691000
HOWE ISD | TEXAS,18669000,16502000,1113000,20695000,21431000,0,736000,2036000,0,5783000,4823670,20695000,28514000
HOWE PUBLIC SCHOOL | NEBRASKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3174820,NA,0
HOWELL MOUNTAIN ELEMENTARY | CALIFORNIA,2688000,2122000,1000,2535000,2772000,0,236000,294000,0,1637000,0617760,2535000,4466000
HOWELL PUBLIC SCHOOLS | MICHIGAN,104126000,100441000,12028000,85992000,93443000,7250000,14725000,1539000,6575000,19687000,2618720,85992000,113793000
HOWELL TOWNSHIP PUBLIC SCHOOL DISTRICT | NEW JERSEY,145651000,140816000,2810000,0,0,0,0,220000,301000,51428000,3407560,0,51949000
HOWELL VALLEY R-I | MISSOURI,3991000,3771000,461000,0,0,0,0,0,0,2497000,2915210,0,2497000
HOWELLS PUBLIC SCHOOLS | NEBRASKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3100172,NA,0
HOWELLS-DODGE CONSOLIDATED SCHOOLS | NEBRASKA,5869000,6712000,1093000,0,0,0,0,0,4684000,2341000,3100183,0,7025000
HOWLAND LOCAL | OHIO,37323000,36329000,1154000,2901000,3186000,0,285000,76000,206000,6823000,3905016,2901000,10006000
HOXIE COMMUNITY SCHOOLS | KANSAS,6113000,6203000,234000,0,0,0,0,0,0,1803000,2007530,0,1803000
HOXIE SCHOOL DISTRICT | ARKANSAS,11149000,9974000,657000,6028000,5941000,105000,18000,0,1652000,1996000,0507990,6028000,9676000
HOZHO ACADEMY | NEW MEXICO,7381000,7052000,504000,0,0,0,0,0,0,134000,3500179,0,134000
HUBBARD EXEMPTED VILLAGE | OHIO,25342000,24266000,184000,12500000,13185000,0,685000,697000,24000,8922000,3904542,12500000,22143000
HUBBARD ISD | TEXAS,1377000,1123000,0,0,0,0,0,0,0,1609000,4823700,0,1609000
HUBBARD ISD | TEXAS,8528000,6654000,529000,7336000,7557000,0,221000,142000,637000,2133000,4823700,7336000,10248000
HUBBARD-RADCLIFFE COMM SCHOOL DISTRICT | IOWA,8977000,7791000,979000,4990000,5385000,0,395000,86000,0,4674000,1914310,4990000,9750000
HUBBARDTON SCHOOL DISTRICT | VERMONT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5008010,NA,0
HUBER HEIGHTS CITY | OHIO,90667000,80271000,767000,80156000,81396000,0,1240000,2736000,12986000,64676000,3904875,80156000,160554000
HUBER HEIGHTS PREPARATORY ACADEMY DBA PARMA ACADEMY | OHIO,2252000,2237000,76000,0,0,0,0,0,0,47000,3901612,0,47000
HUCKABAY ISD | TEXAS,5027000,6013000,1929000,7928000,8274000,0,346000,237000,435000,1531000,4823760,7928000,10131000
HUDSON | MASSACHUSETTS,57054000,64837000,844000,0,0,0,6580000,0,0,0,2506390,0,0
HUDSON AREA SCHOOLS | MICHIGAN,16362000,15287000,569000,5245000,5974000,0,725000,168000,31000,3794000,2618810,5245000,9238000
HUDSON ARTS AND SCIENCE CHARTER SCHOOL | NEW JERSEY,15724000,14024000,858000,0,0,0,0,0,0,6709000,3400787,0,6709000
HUDSON CITY | OHIO,86799000,92649000,12815000,85610000,88425000,0,2815000,3927000,4232000,34272000,3905002,85610000,128041000
HUDSON CITY SCHOOL DISTRICT | NEW YORK,61915000,55068000,372000,34645000,38250000,0,3605000,129000,888000,10039000,3614940,34645000,45701000
HUDSON COMM SCHOOL DISTRICT | IOWA,11777000,10195000,566000,4043000,4589000,0,546000,1000,0,5811000,1914340,4043000,9855000
HUDSON COUNTY SCHOOLS OF TECHNOLOGY SCHOOL DISTRICT | NEW JERSEY,98766000,96396000,5549000,0,0,0,0,0,603000,7209000,3407570,0,7812000
HUDSON FALLS CENTRAL SCHOOL DISTRICT | NEW YORK,51481000,46969000,1099000,15525000,19195000,370000,4040000,15000,2670000,3247000,3614970,15525000,21457000
HUDSON ISD | TEXAS,36507000,34130000,3161000,9685000,10963000,0,1278000,0,0,20489000,4823790,9685000,30174000
HUDSON R-IX | MISSOURI,829000,917000,5000,0,0,0,0,0,0,511000,2915240,0,511000
HUDSON SCHOOL DISTRICT | NEW HAMPSHIRE,60559000,58826000,2081000,6533000,6918000,0,385000,0,289000,7857000,3303930,6533000,14679000
HUDSON SCHOOL DISTRICT | WISCONSIN,95809000,81387000,893000,73369000,77725000,0,4356000,3505000,452000,31061000,5506690,73369000,108387000
HUDSONVILLE PUBLIC SCHOOL DISTRICT | MICHIGAN,107374000,137728000,39496000,196077000,200972000,7242000,11655000,81000,56633000,17853000,2618840,196077000,270644000
HUENEME ELEMENTARY | CALIFORNIA,141413000,135221000,8970000,59223000,62190000,0,2967000,5861000,19464000,42626000,0617850,59223000,127174000
HUERFANO SCHOOL DISTRICT RE-1 | COLORADO,12735000,11927000,2264000,16787000,780000,16397000,390000,1462000,17088000,3533000,0807080,16787000,38870000
HUFFMAN ISD | TEXAS,53812000,47966000,5775000,68870000,71670000,0,2800000,3242000,0,12698000,4823820,68870000,84810000
HUGHES CAREER & TECH EDUCATIONAL CENTER | NORTH DAKOTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3880781,NA,0
HUGHES SCHOOL DISTRICT | ARKANSAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0505500,NA,0
HUGHES SPRINGS ISD | TEXAS,16514000,15573000,538000,1311000,1480000,0,169000,0,0,8808000,4823850,1311000,10119000
HUGHES-ELIZABETH LAKES UNION ELEMENTARY | CALIFORNIA,2647000,2001000,46000,0,0,0,0,0,0,3002000,0617880,0,3002000
HUGHSON UNIFIED | CALIFORNIA,36424000,34529000,2734000,18634000,19219000,0,585000,1633000,0,11225000,0600060,18634000,31492000
HUGHSON UNION ELEMENTARY | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0631350,NA,0
HUGO | OKLAHOMA,14164000,14312000,821000,3191000,0,3346000,155000,202000,3139000,3477000,4015210,3191000,10009000
HUGOTON PUBLIC SCHOOLS | KANSAS,17569000,14606000,416000,5000000,6600000,0,1600000,1638000,0,3350000,2007560,5000000,9988000
HULBERT | OKLAHOMA,7040000,6692000,147000,0,0,0,130000,0,0,0,4015240,0,0
HULL | MASSACHUSETTS,26458000,27432000,399000,9729000,11144000,0,1415000,0,0,0,2506420,9729000,9729000
HULL-DAISETTA ISD | TEXAS,8421000,7362000,249000,569000,682000,0,113000,0,0,6392000,4823880,569000,6961000
HUMANITIES AND SCIENCES ACADEMY OF THE UNITED STAT (4337) | ARIZONA,3078000,2710000,43000,0,0,0,0,0,0,0,0400108,0,0
HUMANSVILLE R-IV | MISSOURI,5323000,4700000,314000,3800000,680000,3200000,80000,201000,0,5299000,2915300,3800000,9300000
HUMBLE ISD | TEXAS,640421000,735209000,199758000,1145070000,897120000,285650000,37700000,63432000,198033000,215541000,4823910,1145070000,1622076000
HUMBOLDT | NEVADA,47810000,50411000,1775000,1662000,0,0,172000,1132000,931000,6220000,3200210,1662000,9945000
HUMBOLDT | KANSAS,11878000,11310000,1580000,0,200000,0,200000,1582000,0,5103000,2007590,0,6685000
HUMBOLDT CITY SCHOOLS | TENNESSEE,15906000,14989000,751000,24019000,2959000,0,180000,0,0,0,4701950,24019000,24019000
HUMBOLDT COMM SCHOOL DISTRICT | IOWA,22592000,18902000,878000,5492000,6259000,0,767000,263000,0,7113000,1914370,5492000,12868000
HUMBOLDT COUNTY OFFICE OF EDUCATION | CALIFORNIA,64383000,61408000,639000,3415000,3426000,0,11000,0,0,20198000,0691009,3415000,23613000
HUMBOLDT COUNTY ROP | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0600100,NA,0
HUMBOLDT COUNTY ROP | CALIFORNIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0600100,NA,0
HUMBOLDT PUBLIC SCHOOLS | NEBRASKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3104640,NA,0
HUMBOLDT TABLE ROCK STEINAUER | NEBRASKA,8209000,8178000,292000,0,0,0,0,0,622000,2792000,3100179,0,3414000
HUMBOLDT UNIFIED DISTRICT (4469) | ARIZONA,62299000,54793000,3860000,21205000,24695000,0,3490000,0,0,0,0403870,21205000,21205000
HUME LAKE CHARTER DISTRICT | CALIFORNIA,589000,860000,0,0,0,0,0,0,0,0,0601752,0,0
HUME R-VIII | MISSOURI,2097000,1889000,52000,0,0,0,0,0,0,1076000,2915330,0,1076000
HUMNOKE SCHOOL DISTRICT | ARKANSAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0507840,NA,0
HUMPHREY PUBLIC SCHOOLS | NEBRASKA,6441000,5616000,634000,937000,1337000,0,400000,679000,1574000,2499000,3172150,937000,5689000
HUMPHREY SCHOOL DISTRICT | ARKANSAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0500042,NA,0
HUMPHREYS CO SCHOOL DIST | MISSISSIPPI,16822000,16166000,279000,0,0,0,0,1271000,0,15613000,2802040,0,16884000
HUMPHREYS COUNTY | TENNESSEE,43783000,39987000,10658000,0,0,40814000,0,0,0,0,4701980,0,0
HUNT ISD | TEXAS,3998000,5462000,54000,2955000,3150000,0,195000,447000,0,2355000,4823970,2955000,5757000
HUNTER-TANNERSVILLE CENTRAL SCHOOL DISTRICT | NEW YORK,16629000,13927000,815000,1665000,2935000,0,1270000,104000,5710000,10119000,3615060,1665000,17598000
HUNTERDON CENTRAL REGIONAL HIGH SCHOOL DISTRICT | NEW JERSEY,88145000,84613000,3377000,0,0,0,0,0,0,41571000,3407590,0,41571000
HUNTERDON COUNTY EDUCATIONAL SERVICES COMMISSION | NEW JERSEY,13298000,13838000,847000,0,0,0,0,0,0,7554000,3480360,0,7554000
HUNTERDON COUNTY VOCATIONAL SCHOOL DISTRICT | NEW JERSEY,9307000,10839000,1372000,0,0,0,0,0,19098000,3661000,3400050,0,22759000
HUNTINGDON AREA SD | PENNSYLVANIA,34147000,33556000,103000,33190000,34355000,9890000,11055000,0,2352000,5818000,4212090,33190000,41360000
HUNTINGDON COUNTY CAREER AND TECHNOLOGY CENTER | PENNSYLVANIA,3392000,2927000,128000,2262000,2413000,0,151000,0,312000,955000,4280250,2262000,3529000
HUNTINGDON SPECIAL SCHOOL DISTRICT | TENNESSEE,15806000,15049000,1283000,3768000,3768000,0,410000,755000,8000,3666000,4702010,3768000,8197000
HUNTINGTON BEACH CITY ELEMENTARY | CALIFORNIA,127920000,97526000,19453000,179470000,179470000,0,0,3844000,53117000,59684000,0618030,179470000,296115000
HUNTINGTON BEACH UNION HIGH | CALIFORNIA,301675000,274347000,7742000,280786000,294721000,0,13935000,14895000,0,114584000,0618060,280786000,410265000
HUNTINGTON CO COM SCH CORP | INDIANA,70141000,65718000,6086000,49828000,52281000,0,2453000,2521000,3265000,20725000,1804710,49828000,76339000
HUNTINGTON ISD | TEXAS,23429000,21106000,903000,11780000,12724000,0,944000,13000,0,10107000,4824000,11780000,21900000
HUNTINGTON LOCAL | OHIO,18896000,19581000,869000,1443000,1675000,0,232000,7000,328000,13579000,3904950,1443000,15357000
HUNTINGTON SD 16J | OREGON,2592000,2419000,155000,0,0,0,0,0,0,2086000,4106600,0,2086000
HUNTINGTON UNION FREE SCHOOL DISTRICT | NEW YORK,148349000,142329000,4814000,850000,1040000,0,190000,213000,1291000,51057000,3615090,850000,53411000
HUNTLEY COMM SCH DIST 158 | ILLINOIS,157991000,148555000,5483000,90788000,85688000,10563000,5463000,6737000,1339000,51726000,1719830,90788000,150590000
HUNTLEY PROJECT K-12 SCHOOLS | MONTANA,14663000,13752000,1125000,9731000,9731000,0,0,7620000,1389000,2517000,3014700,9731000,21257000
HUNTLEY PUBLIC SCHOOL | NEBRASKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3171370,NA,0
HUNTSVILLE CITY | ALABAMA,382031000,312175000,13523000,42872000,63568000,0,20696000,15728000,24390000,105662000,0101800,42872000,188652000
HUNTSVILLE ISD | TEXAS,164876000,150774000,7317000,95160000,100690000,0,5530000,0,86216000,64465000,4824030,95160000,245841000
HUNTSVILLE SCHOOL DISTRICT | ARKANSAS,29826000,38460000,10257000,18610000,21200000,505000,3095000,0,6634000,1226000,0508130,18610000,26470000
HUPFELD/W VILLAGE (CHARTER) | OKLAHOMA,2864000,2983000,63000,0,0,0,0,0,0,0,4000775,0,0
HURLEY R-I | MISSOURI,3100000,3373000,215000,1100000,1135000,0,35000,147000,0,1323000,2915390,1100000,2570000
HURLEY SCHOOL DISTRICT | WISCONSIN,9251000,8927000,376000,0,2260000,0,2260000,1000,379000,5372000,5506750,0,5752000
HURLEY SCHOOL DISTRICT 60-2 | SOUTH DAKOTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4635480,NA,0
HURON ACADEMY | MICHIGAN,7974000,7438000,79000,0,0,0,235000,908000,168000,706000,2600211,0,1782000
HURON CITY SCHOOLS | OHIO,19827000,19168000,620000,1482000,1916000,0,434000,305000,486000,5214000,3904413,1482000,7487000
HURON ISD | MICHIGAN,23551000,18724000,466000,1770000,2040000,0,265000,284000,2294000,20945000,2680500,1770000,25293000
HURON SCHOOL DISTRICT | MICHIGAN,43033000,53595000,14377000,50277000,52147000,809000,2759000,162000,15304000,5839000,2618930,50277000,71582000
HURON SCHOOL DISTRICT 02-2 | SOUTH DAKOTA,40011000,38515000,4823000,42755000,44576000,0,1821000,15929000,0,12630000,4635480,42755000,71314000
HURON VALLEY SCHOOLS | MICHIGAN,145618000,158504000,39148000,117545000,136572000,0,18775000,1965000,61567000,15884000,2618990,117545000,196961000
HURST-EULESS-BEDFORD ISD | TEXAS,306152000,256311000,15558000,321965000,343375000,0,21410000,16024000,84161000,194336000,4824060,321965000,616486000
HUSTISFORD SCHOOL DISTRICT | WISCONSIN,6718000,6810000,55000,195000,142000,102000,49000,14000,16000,1072000,5506780,195000,1297000
HUTCHINSON PUBLIC SCHOOL | NEBRASKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007620,NA,0
HUTCHINSON PUBLIC SCHOOL DISTRICT | MINNESOTA,44488000,55350000,16608000,69335000,71695000,0,2360000,2956000,0,32942000,2714970,69335000,105233000
HUTCHINSON PUBLIC SCHOOLS | KANSAS,81550000,69011000,2360000,37475000,46635000,0,9160000,6122000,0,21650000,2007620,37475000,65247000
HUTSONVILLE CUSD 1 | ILLINOIS,6496000,5966000,427000,0,276000,0,276000,0,0,2234000,1719920,0,2234000
HUTTIG SCHOOL DISTRICT | ARKANSAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0511370,NA,0
HUTTO ISD | TEXAS,131228000,161211000,40965000,444953000,351664000,148105000,54816000,24625000,114751000,47963000,4824100,444953000,632292000
HYANNIS AREA SCHOOLS | NEBRASKA,3836000,3443000,142000,1092000,1563000,0,471000,0,121000,1516000,3172210,1092000,2729000
HYDABURG CITY SCHOOL DISTRICT | ALASKA,4626000,5278000,125000,0,0,0,0,0,0,0,0200330,0,0
HYDE COUNTY SCHOOLS | NORTH CAROLINA,13765000,15518000,2548000,801000,1001000,0,200000,0,0,13310000,3702280,801000,14111000
HYDE LEADERSHIP CHARTER SCHOOL - BROOKLYN | NEW YORK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3601030,NA,0
HYDE PARK CENTRAL SCHOOL DISTRICT | NEW YORK,111947000,116355000,11670000,25090000,10040000,17395000,2345000,3670000,7488000,28638000,3615180,25090000,64886000
HYDE PARK SCHOOL DISTRICT | VERMONT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5004590,NA,0
HYDE SCHOOL DISTRICT 34-1 | SOUTH DAKOTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4669930,NA,0
HYDER ELEMENTARY DISTRICT (4502) | ARIZONA,3027000,2688000,204000,0,0,0,0,0,0,0,0403900,0,0
HYDESVILLE ELEMENTARY | CALIFORNIA,2880000,2582000,0,1129000,1129000,0,0,40000,0,973000,0618120,1129000,2142000
HYDRO | OKLAHOMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4025800,NA,0
HYDRO-EAKLY | OKLAHOMA,6632000,6590000,1178000,0,0,118000,765000,849000,464000,1331000,4000032,0,2644000
HYSHAM ELEM | MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3021850,NA,0
HYSHAM K-12 SCHOOLS | MONTANA,2066000,1803000,6000,390000,11000,391000,11000,0,401000,228000,3014760,390000,1019000
I DREAM PCS | DISTRICT OF COLUMBIA,2720000,2552000,51000,40000,118000,0,78000,0,0,1108000,1100114,40000,1148000
I-LEAD CHARTER SCHOOL | PENNSYLVANIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4210870,NA,0
I3 ACADEMY | ALABAMA,9475000,10436000,0,1420000,880000,540000,0,0,301000,0,0100204,1420000,1721000
IBERIA PARISH | LOUISIANA,158797000,143668000,1445000,91150000,95835000,6490000,11175000,2289000,0,68708000,2200720,91150000,162147000
IBERIA R-V | MISSOURI,7801000,8098000,517000,1676000,1681000,0,5000,626000,0,2663000,2915420,1676000,4965000
IBERVILLE CHARTER ACADEMY | LOUISIANA,7683000,7459000,149000,0,0,0,228000,0,0,561000,2200219,0,561000
IBERVILLE PARISH | LOUISIANA,113518000,103836000,10440000,21274000,24628000,0,3354000,4285000,0,74479000,2200750,21274000,100038000
ICADEMY GLOBAL | MICHIGAN,3660000,3024000,40000,0,0,0,74000,0,0,1718000,2601040,0,1718000
ICAHN CHARTER SCHOOL 1 | NEW YORK,0,7530000,0,0,0,0,0,0,0,0,3600049,0,0
ICAHN CHARTER SCHOOL 2 | NEW YORK,0,7031000,0,0,0,0,0,0,0,0,3600943,0,0
ICAHN CHARTER SCHOOL 3 | NEW YORK,0,6440000,0,0,0,0,0,0,0,0,3600955,0,0
ICAHN CHARTER SCHOOL 4 | NEW YORK,0,7213000,0,0,0,0,0,0,0,0,3600995,0,0
ICAHN CHARTER SCHOOL 5 | NEW YORK,0,6538000,0,0,0,0,0,0,0,0,3601049,0,0
ICAHN CHARTER SCHOOL 6 | NEW YORK,0,7541000,0,0,0,0,0,0,0,0,3601069,0,0
ICAHN CHARTER SCHOOL 7 | NEW YORK,0,5816000,0,0,0,0,0,0,0,0,3601091,0,0
ICEF INGLEWOOD ELEMENTARY CHARTER ACADEMY DISTRICT | CALIFORNIA,6313000,6570000,0,0,0,0,0,0,0,1564000,0601725,0,1564000
ICEF INNOVATION LOS ANGELES CHARTER DISTRICT | CALIFORNIA,4886000,5290000,0,0,0,0,0,0,0,678000,0602263,0,678000
ICEF VIEW PARK PREPARATORY ELEMENTARY DISTRICT | CALIFORNIA,7184000,7708000,0,0,0,0,0,0,0,3803000,0601881,0,3803000
ICEF VIEW PARK PREPARATORY HIGH DISTRICT | CALIFORNIA,7478000,7529000,0,0,0,0,0,0,0,3518000,0601731,0,3518000
ICEF VIEW PARK PREPARATORY MIDDLE DISTRICT | CALIFORNIA,4681000,4401000,0,0,0,0,0,0,0,1533000,0602300,0,1533000
ICEF VISTA ELEMENTARY ACADEMY DISTRICT | CALIFORNIA,4796000,5127000,0,0,0,0,0,0,0,3058000,0602368,0,3058000
ICEF VISTA MIDDLE ACADEMY DISTRICT | CALIFORNIA,3790000,3405000,0,0,0,0,0,0,0,2076000,0601918,0,2076000
IDA GROVE COMM SCHOOL DISTRICT | IOWA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1924000,NA,0
IDA PUBLIC SCHOOL DISTRICT | MICHIGAN,18056000,17913000,748000,0,0,0,0,0,1119000,4884000,2619050,0,6003000
IDABEL | OKLAHOMA,17612000,16408000,689000,680000,0,680000,0,65000,686000,4894000,4015370,680000,6325000
IDAHO ARTS CHARTER SCHOOL INC. | IDAHO,12430000,0,0,0,0,0,0,0,0,0,1600204,0,0
IDAHO BUREAU OF EDUCATIONAL SERVICES FOR THE DEAF AND THE BL | IDAHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1603511,NA,0
IDAHO COLLEGE AND CAREER READINESS ACADEMY INC. | IDAHO,2257000,2257000,0,0,0,0,0,0,0,321000,1600171,0,321000
IDAHO DEPARTMENT OF CORRECTIONS | IDAHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600017,NA,0
IDAHO DEPARTMENT OF JUVENILE CORRECTIONS | IDAHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600016,NA,0
IDAHO DIGITAL LEARNING ACADEMY | IDAHO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600187,NA,0
IDAHO FALLS DISTRICT | IDAHO,107093000,93650000,2523000,6945000,19625000,0,12680000,1483000,6059000,25851000,1601530,6945000,40338000
IDAHO SCIENCE AND TECHNOLOGY CHARTER SCHOOL INC. | IDAHO,2793000,2862000,0,3170000,0,0,132000,0,0,465000,1600145,3170000,3635000
IDAHO STEM ACADEMY INC. | IDAHO,1498000,1462000,18000,0,0,258000,19000,0,0,373000,1600169,0,373000
IDAHO VIRTUAL ACADEMY INC. | IDAHO,19392000,19391000,0,0,0,0,0,0,0,2752000,1600004,0,2752000
IDAHO VIRTUAL EDUCATION PARTNERS INC. | IDAHO,3091000,3676000,121000,0,0,56000,0,0,0,1723000,1600148,0,1723000
IDAHO VIRTUAL HIGH SCHOOL INC. | IDAHO,5316000,4406000,840000,0,0,0,0,0,0,4936000,1600005,0,4936000
IDALIA RJ-3 SCHOOL DISTRICT | COLORADO,3927000,3538000,94000,2318000,2503000,0,184000,355000,0,3334000,0800018,2318000,6007000
IDALOU ISD | TEXAS,14147000,12042000,501000,10250000,10710000,0,460000,548000,0,6558000,4824120,10250000,17356000
IDEA PCS | DISTRICT OF COLUMBIA,14611000,14226000,3214000,6397000,6695000,0,299000,0,0,1982000,1100013,6397000,8379000
IDEA PUBLIC SCHOOLS | LOUISIANA,4920000,5023000,0,0,0,0,0,0,0,680000,1200084,0,680000
IDEA PUBLIC SCHOOLS | TEXAS,961939000,813449000,0,0,0,0,0,0,0,315029000,4800211,0,315029000
IDEAL ACADEMY PCS | DISTRICT OF COLUMBIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100099,NA,0
IDITAROD AREA SCHOOL DISTRICT | ALASKA,8938000,10041000,28000,0,0,0,0,0,0,0,0200520,0,0
IDJJ SCH DIST 428 | ILLINOIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700006,NA,0
IEMPIRE ACADEMY DISTRICT | CALIFORNIA,7721000,6257000,88000,0,0,0,0,0,0,0,0602464,0,0
IFTIN CHARTER DISTRICT | CALIFORNIA,5672000,5945000,1000,0,0,0,0,0,0,0,0601527,0,0
IGNACIO SCHOOL DISTRICT NO. 11JT | COLORADO,15914000,14151000,492000,26665000,29040000,0,2375000,33000,0,9005000,0804770,26665000,35703000
IGNITE ENTREPRENEURSHIP ACADEMY | UTAH,5148000,4088000,83000,0,0,0,0,0,0,1817000,4900194,0,1817000
IGO ONO PLATINA UNION ELEMENTARY | CALIFORNIA,1036000,1188000,253000,0,0,0,0,0,0,787000,0618160,0,787000
IKM-MANNING COMM SCHOOL DISTRICT | IOWA,11633000,12033000,1855000,773000,893000,0,120000,0,0,5536000,1914880,773000,6309000
IL DEPT OF CHLDRN AND FAMILY SVCS | ILLINOIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1701429,NA,0
IL MATHEMATICS & SCIENCE ACADEMY | ILLINOIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1700101,NA,0
IL SPEC ED CHARTER COOP | ILLINOIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1701441,NA,0
IL VALLEY CENTRAL USD 321 | ILLINOIS,32234000,30347000,4263000,10020000,11624000,1775000,3459000,212000,1511000,15318000,1719970,10020000,27061000
ILEAD AGUA DULCE DISTRICT | CALIFORNIA,3636000,3501000,11000,0,0,0,0,0,0,0,0602174,0,0
ILEAD HYBRID DISTRICT | CALIFORNIA,44541000,39631000,86000,0,0,0,0,0,0,0,0602482,0,0
ILEAD LANCASTER CHARTER DISTRICT | CALIFORNIA,9673000,9580000,627000,0,0,0,0,0,0,0,0602060,0,0
ILEAD ONLINE DISTRICT | CALIFORNIA,5156000,4757000,8000,0,0,0,0,0,0,0,0601806,0,0
ILION CENTRAL SCHOOL DISTRICT | NEW YORK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3617640,NA,0
ILLINI BLUFFS CUSD 327 | ILLINOIS,16752000,13543000,1962000,2925000,4207000,0,1282000,51000,275000,8781000,1719960,2925000,12032000
ILLINI CENTRAL CUSD 189 | ILLINOIS,13659000,12573000,1574000,1061000,1409000,140000,488000,76000,342000,12375000,1700113,1061000,13854000
ILLINI WEST H S DIST 307 | ILLINOIS,6392000,5644000,107000,0,0,0,0,0,5000,5311000,1701384,0,5316000
IMAGINE AKRON ACADEMY | OHIO,461000,473000,60000,0,0,0,0,0,0,20000,3901377,0,20000
IMAGINE AVONDALE ELEMENTARY INC. (89784) | ARIZONA,6394000,6033000,453000,0,0,0,0,0,0,0,0400780,0,0
IMAGINE AVONDALE MIDDLE INC. (90162) | ARIZONA,3205000,2645000,15000,0,0,0,0,0,0,0,0400802,0,0
IMAGINE CAMELBACK MIDDLE INC. (89561) | ARIZONA,2256000,1910000,0,0,0,0,0,0,0,0,0400756,0,0
